supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-02-21,2026-02-21,0,93.3
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-02-22,2026-02-22,0,87.9
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-02-23,2026-02-23,0,94.0
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-02-22,2026-02-22,0,92.6
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-02-22,2026-02-21,1,93.3
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-02-24,2026-02-24,0,90.9
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-02-22,2026-02-22,0,93.7
SUP_LOGISTICS_02,Supplier_02,Components,2026-02-21,2026-02-21,0,96.9
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-02-22,2026-02-22,0,88.3
SUP_PACKAGING_01,Supplier_01,Logistics,2026-02-22,2026-02-22,0,91.2
SUP_PACKAGING_02,Supplier_02,Logistics,2026-02-21,2026-02-21,0,88.4
