production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260210_001,2026-02-10,PLANT_EU_01,PROD_GLASS_B2,6007,MACHINE_LINE_03,846.6,5161.84,15
prod_20260210_002,2026-02-10,PLANT_US_01,PROD_GLASS_A1,4548,MACHINE_LINE_04,844.1,3931.09,86
prod_20260210_003,2026-02-10,PLANT_APAC_01,PROD_GLASS_C3,3259,MACHINE_LINE_07,880.1,2949.14,25
prod_20260210_004,2026-02-10,PLANT_APAC_01,PROD_GLASS_A1,5037,MACHINE_LINE_07,837.2,4613.05,3
prod_20260210_005,2026-02-10,PLANT_APAC_01,PROD_GLASS_A1,5298,MACHINE_LINE_04,842.2,4600.25,7
prod_20260210_006,2026-02-10,PLANT_EU_01,PROD_GLASS_A1,3475,MACHINE_LINE_06,855.9,2980.9,4
prod_20260210_007,2026-02-10,PLANT_APAC_01,PROD_GLASS_A1,3507,MACHINE_LINE_03,835.5,3160.54,10
prod_20260210_008,2026-02-10,PLANT_EU_01,PROD_GLASS_C3,4304,MACHINE_LINE_03,871.5,3963.86,26
prod_20260210_009,2026-02-10,PLANT_US_01,PROD_GLASS_C3,6808,MACHINE_LINE_05,852.6,6123.06,26
prod_20260210_010,2026-02-10,PLANT_APAC_01,PROD_GLASS_A1,2856,MACHINE_LINE_06,858.4,2380.04,64
prod_20260210_011,2026-02-10,PLANT_APAC_01,PROD_GLASS_A1,6777,MACHINE_LINE_02,862.1,6215.03,28
prod_20260210_012,2026-02-10,PLANT_APAC_01,PROD_GLASS_C3,6002,MACHINE_LINE_07,832.4,5537.29,13
