shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260202_001,PO_2026_02_001,PROD_GLASS_B2,1571,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-01-25,2026-02-10,,0,IN_TRANSIT
ship_20260202_002,PO_2026_02_002,PROD_GLASS_C3,1941,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-01-28,2026-02-09,2026-02-13,4,DELIVERED
ship_20260202_003,PO_2026_02_003,PROD_GLASS_C3,872,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_01,2026-02-02,2026-02-18,,0,PENDING
ship_20260202_004,PO_2026_02_004,PROD_GLASS_B2,2435,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-02-02,2026-02-26,,0,PENDING
ship_20260202_005,PO_2026_02_005,PROD_GLASS_B2,2241,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2026-02-02,2026-02-09,,0,PENDING
ship_20260202_006,PO_2026_02_006,PROD_GLASS_A1,2269,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2026-01-28,2026-02-07,2026-02-07,0,DELIVERED
ship_20260202_007,PO_2026_02_007,PROD_GLASS_A1,844,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_02,2026-01-25,2026-02-10,2026-02-11,1,DELIVERED
ship_20260202_008,PO_2026_02_008,PROD_GLASS_B2,1413,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-02-02,2026-02-07,,0,PENDING
ship_20260202_009,PO_2026_02_009,PROD_GLASS_A1,1712,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-02-01,2026-02-08,2026-02-08,0,DELIVERED
ship_20260202_010,PO_2026_02_010,PROD_GLASS_C3,1068,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-02-01,2026-02-07,2026-02-08,1,DELIVERED
