shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260315_001,PO_2026_03_001,PROD_GLASS_A1,1660,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-03-15,2026-03-26,,0,PENDING
ship_20260315_002,PO_2026_03_002,PROD_GLASS_A1,886,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-03-12,2026-04-06,2026-04-06,0,DELIVERED
ship_20260315_003,PO_2026_03_003,PROD_GLASS_B2,2345,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-03-07,2026-03-23,2026-03-23,0,DELIVERED
ship_20260315_004,PO_2026_03_004,PROD_GLASS_B2,1715,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-03-13,2026-03-24,2026-03-28,4,DELIVERED
ship_20260315_005,PO_2026_03_005,PROD_GLASS_A1,2059,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-03-15,2026-03-22,,0,PENDING
ship_20260315_006,PO_2026_03_006,PROD_GLASS_B2,2481,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2026-03-15,2026-03-24,,0,PENDING
ship_20260315_007,PO_2026_03_007,PROD_GLASS_C3,696,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_01,2026-03-15,2026-04-08,,0,PENDING
ship_20260315_008,PO_2026_03_008,PROD_GLASS_A1,560,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-03-15,2026-03-27,,0,PENDING
ship_20260315_009,PO_2026_03_009,PROD_GLASS_B2,680,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-03-06,2026-04-07,2026-04-07,0,DELIVERED
ship_20260315_010,PO_2026_03_010,PROD_GLASS_C3,1205,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_02,2026-03-15,2026-03-24,,0,PENDING
