production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260304_001,2026-03-04,PLANT_EU_01,PROD_GLASS_B2,3905,MACHINE_LINE_04,864.3,3945.87,100
prod_20260304_002,2026-03-04,PLANT_APAC_01,PROD_GLASS_B2,4633,MACHINE_LINE_06,852.8,4189.29,14
prod_20260304_003,2026-03-04,PLANT_APAC_01,PROD_GLASS_C3,3616,MACHINE_LINE_05,837.6,3499.08,107
prod_20260304_004,2026-03-04,PLANT_EU_01,PROD_GLASS_B2,3869,MACHINE_LINE_02,873.3,3695.84,1
prod_20260304_005,2026-03-04,PLANT_APAC_01,PROD_GLASS_B2,2519,MACHINE_LINE_03,842.1,2255.48,86
prod_20260304_006,2026-03-04,PLANT_US_01,PROD_GLASS_C3,4999,MACHINE_LINE_05,850.7,4578.45,19
prod_20260304_007,2026-03-04,PLANT_US_01,PROD_GLASS_B2,4624,MACHINE_LINE_07,844.0,4229.96,21
prod_20260304_008,2026-03-04,PLANT_US_01,PROD_GLASS_B2,5678,MACHINE_LINE_07,850.1,5090.51,6
prod_20260304_009,2026-03-04,PLANT_EU_01,PROD_GLASS_B2,6552,MACHINE_LINE_06,871.7,5898.81,2
prod_20260304_010,2026-03-04,PLANT_APAC_01,PROD_GLASS_A1,4695,MACHINE_LINE_03,847.8,4215.89,20
prod_20260304_011,2026-03-04,PLANT_US_01,PROD_GLASS_B2,6294,MACHINE_LINE_01,843.8,5720.6,5
prod_20260304_012,2026-03-04,PLANT_APAC_01,PROD_GLASS_B2,4309,MACHINE_LINE_03,846.4,3704.25,5
