production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260128_001,2026-01-28,PLANT_APAC_01,PROD_GLASS_A1,3331,MACHINE_LINE_05,825.8,3205.74,0
prod_20260128_002,2026-01-28,PLANT_US_01,PROD_GLASS_A1,3128,MACHINE_LINE_04,886.3,2731.41,8
prod_20260128_003,2026-01-28,PLANT_EU_01,PROD_GLASS_A1,3486,MACHINE_LINE_06,866.5,3308.52,24
prod_20260128_004,2026-01-28,PLANT_EU_01,PROD_GLASS_C3,6670,MACHINE_LINE_02,863.5,6196.24,15
prod_20260128_005,2026-01-28,PLANT_US_01,PROD_GLASS_C3,3675,MACHINE_LINE_06,873.5,3115.77,58
prod_20260128_006,2026-01-28,PLANT_US_01,PROD_GLASS_A1,4459,MACHINE_LINE_07,844.1,4100.0,17
prod_20260128_007,2026-01-28,PLANT_US_01,PROD_GLASS_C3,4511,MACHINE_LINE_03,827.3,3990.44,49
prod_20260128_008,2026-01-28,PLANT_US_01,PROD_GLASS_B2,5859,MACHINE_LINE_02,853.6,5460.56,22
prod_20260128_009,2026-01-28,PLANT_APAC_01,PROD_GLASS_A1,3690,MACHINE_LINE_04,862.3,3315.35,26
prod_20260128_010,2026-01-28,PLANT_EU_01,PROD_GLASS_B2,4449,MACHINE_LINE_07,814.1,4189.82,105
prod_20260128_011,2026-01-28,PLANT_EU_01,PROD_GLASS_C3,3290,MACHINE_LINE_04,853.0,3149.52,15
prod_20260128_012,2026-01-28,PLANT_EU_01,PROD_GLASS_A1,5843,MACHINE_LINE_04,838.9,5409.64,6
