quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260322_001,2026-03-22,PROD_GLASS_A1,BATCH_2026_03_22_001,69,DIMENSION_OFF,1.08
qual_20260322_002,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_002,64,OTHER,0.75
qual_20260322_003,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_003,77,DISCOLORATION,1.39
qual_20260322_004,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_004,32,OTHER,0.52
qual_20260322_005,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_005,181,OTHER,2.24
qual_20260322_006,2026-03-22,PROD_GLASS_B2,BATCH_2026_03_22_006,102,DIMENSION_OFF,1.5
qual_20260322_007,2026-03-22,PROD_GLASS_A1,BATCH_2026_03_22_007,80,BUBBLE,0.84
qual_20260322_008,2026-03-22,PROD_GLASS_B2,BATCH_2026_03_22_008,46,BUBBLE,0.93
qual_20260322_009,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_009,308,SURFACE_SCRATCH,4.76
qual_20260322_010,2026-03-22,PROD_GLASS_C3,BATCH_2026_03_22_010,153,OTHER,3.07
qual_20260322_011,2026-03-22,PROD_GLASS_A1,BATCH_2026_03_22_011,130,OTHER,1.36
qual_20260322_012,2026-03-22,PROD_GLASS_B2,BATCH_2026_03_22_012,62,DISCOLORATION,0.8
