shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260130_001,PO_2026_01_001,PROD_GLASS_A1,1691,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-01-22,2026-02-08,2026-02-08,0,DELIVERED
ship_20260130_002,PO_2026_01_002,PROD_GLASS_A1,742,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-01-25,2026-02-07,2026-02-07,0,DELIVERED
ship_20260130_003,PO_2026_01_003,PROD_GLASS_A1,2262,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2026-01-30,2026-02-08,,0,PENDING
ship_20260130_004,PO_2026_01_004,PROD_GLASS_C3,2023,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-01-30,2026-02-08,,0,PENDING
ship_20260130_005,PO_2026_01_005,PROD_GLASS_C3,1986,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-01-30,2026-02-05,,0,PENDING
ship_20260130_006,PO_2026_01_006,PROD_GLASS_B2,1707,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-01-29,2026-02-10,,0,IN_TRANSIT
ship_20260130_007,PO_2026_01_007,PROD_GLASS_B2,2127,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-01-29,2026-02-14,,0,IN_TRANSIT
ship_20260130_008,PO_2026_01_008,PROD_GLASS_A1,1628,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-01-29,2026-02-06,2026-02-06,0,DELIVERED
ship_20260130_009,PO_2026_01_009,PROD_GLASS_A1,1261,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_02,2026-01-22,2026-02-13,,0,IN_TRANSIT
ship_20260130_010,PO_2026_01_010,PROD_GLASS_C3,546,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-30,2026-02-12,,0,PENDING
