shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260317_001,PO_2026_03_001,PROD_GLASS_B2,1035,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-03-17,2026-03-26,,0,PENDING
ship_20260317_002,PO_2026_03_002,PROD_GLASS_C3,1140,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_02,2026-03-17,2026-03-23,,0,PENDING
ship_20260317_003,PO_2026_03_003,PROD_GLASS_C3,1147,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-03-17,2026-04-06,,0,PENDING
ship_20260317_004,PO_2026_03_004,PROD_GLASS_C3,1241,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_01,2026-03-08,2026-03-25,2026-03-25,0,DELIVERED
ship_20260317_005,PO_2026_03_005,PROD_GLASS_B2,987,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_03,2026-03-09,2026-03-27,,0,IN_TRANSIT
ship_20260317_006,PO_2026_03_006,PROD_GLASS_A1,1138,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_02,2026-03-17,2026-04-02,,0,PENDING
ship_20260317_007,PO_2026_03_007,PROD_GLASS_A1,501,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-03-17,2026-04-06,,0,PENDING
ship_20260317_008,PO_2026_03_008,PROD_GLASS_C3,1470,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-03-17,2026-03-22,,0,PENDING
ship_20260317_009,PO_2026_03_009,PROD_GLASS_C3,1490,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-03-15,2026-03-26,2026-03-27,1,DELIVERED
ship_20260317_010,PO_2026_03_010,PROD_GLASS_B2,2238,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-03-17,2026-03-24,,0,PENDING
