quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260302_001,2026-03-02,PROD_GLASS_A1,BATCH_2026_03_02_001,115,OTHER,1.38
qual_20260302_002,2026-03-02,PROD_GLASS_A1,BATCH_2026_03_02_002,51,DISCOLORATION,1.01
qual_20260302_003,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_003,89,SURFACE_SCRATCH,1.19
qual_20260302_004,2026-03-02,PROD_GLASS_B2,BATCH_2026_03_02_004,74,DIMENSION_OFF,0.81
qual_20260302_005,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_005,51,DIMENSION_OFF,0.96
qual_20260302_006,2026-03-02,PROD_GLASS_A1,BATCH_2026_03_02_006,79,DIMENSION_OFF,1.25
qual_20260302_007,2026-03-02,PROD_GLASS_B2,BATCH_2026_03_02_007,69,DIMENSION_OFF,0.97
qual_20260302_008,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_008,102,DIMENSION_OFF,1.35
qual_20260302_009,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_009,10,DIMENSION_OFF,0.14
qual_20260302_010,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_010,61,BUBBLE,1.35
qual_20260302_011,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_011,54,OTHER,0.9
qual_20260302_012,2026-03-02,PROD_GLASS_C3,BATCH_2026_03_02_012,7,SURFACE_SCRATCH,0.14
