supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Components,2026-03-24,2026-03-24,0,92.0
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-22,2026-03-22,0,88.5
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-03-21,2026-03-21,0,89.1
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-21,2026-03-21,0,89.4
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-03-22,2026-03-22,0,86.9
SUP_ADHESIVE_02,Supplier_02,Components,2026-03-20,2026-03-20,0,96.5
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-03-22,2026-03-21,1,89.4
SUP_LOGISTICS_02,Supplier_02,Raw Materials,2026-03-21,2026-03-21,0,90.6
SUP_LOGISTICS_03,Supplier_03,Components,2026-03-22,2026-03-22,0,92.6
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-03-21,2026-03-21,0,84.8
SUP_PACKAGING_02,Supplier_02,Packaging,2026-03-22,2026-03-22,0,91.6
