shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260401_001,PO_2026_04_001,PROD_GLASS_A1,1817,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-04-01,2026-04-14,,0,PENDING
ship_20260401_002,PO_2026_04_002,PROD_GLASS_C3,1186,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_02,2026-03-26,2026-04-09,2026-04-10,1,DELIVERED
ship_20260401_003,PO_2026_04_003,PROD_GLASS_B2,1809,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_01,2026-04-01,2026-04-06,,0,PENDING
ship_20260401_004,PO_2026_04_004,PROD_GLASS_A1,1325,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-03-24,2026-04-06,2026-04-06,0,DELIVERED
ship_20260401_005,PO_2026_04_005,PROD_GLASS_B2,2343,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-03-29,2026-04-11,2026-04-11,0,DELIVERED
ship_20260401_006,PO_2026_04_006,PROD_GLASS_C3,968,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-03-24,2026-04-09,2026-04-09,0,DELIVERED
ship_20260401_007,PO_2026_04_007,PROD_GLASS_A1,698,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-03-27,2026-04-22,2026-04-22,0,DELIVERED
ship_20260401_008,PO_2026_04_008,PROD_GLASS_A1,1206,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-03-25,2026-04-14,,0,IN_TRANSIT
ship_20260401_009,PO_2026_04_009,PROD_GLASS_A1,691,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-03-29,2026-04-12,,0,IN_TRANSIT
ship_20260401_010,PO_2026_04_010,PROD_GLASS_A1,1703,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-04-01,2026-04-10,,0,PENDING
