supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-16,2026-01-16,0,90.6
SUP_GLASS_RAW_02,Supplier_02,Components,2026-01-14,2026-01-14,0,95.9
SUP_METAL_FRAME_01,Supplier_01,Components,2026-01-15,2026-01-15,0,95.7
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-16,2026-01-16,0,86.7
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-18,2026-01-18,0,94.5
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-17,2026-01-17,0,91.3
SUP_LOGISTICS_01,Supplier_01,Components,2026-01-16,2026-01-16,0,87.2
SUP_LOGISTICS_02,Supplier_02,Components,2026-01-17,2026-01-17,0,91.7
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-01-16,2026-01-16,0,93.6
SUP_PACKAGING_01,Supplier_01,Packaging,2026-01-17,2026-01-16,1,91.4
SUP_PACKAGING_02,Supplier_02,Components,2026-01-15,2026-01-15,0,91.3
