production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260121_001,2026-01-21,PLANT_US_01,PROD_GLASS_A1,5257,MACHINE_LINE_06,871.9,4889.1,12
prod_20260121_002,2026-01-21,PLANT_US_01,PROD_GLASS_B2,6260,MACHINE_LINE_06,860.3,5731.68,7
prod_20260121_003,2026-01-21,PLANT_APAC_01,PROD_GLASS_C3,2606,MACHINE_LINE_06,856.2,2658.82,87
prod_20260121_004,2026-01-21,PLANT_EU_01,PROD_GLASS_C3,5566,MACHINE_LINE_07,818.2,5484.7,0
prod_20260121_005,2026-01-21,PLANT_EU_01,PROD_GLASS_A1,4827,MACHINE_LINE_02,859.9,4344.34,21
prod_20260121_006,2026-01-21,PLANT_EU_01,PROD_GLASS_A1,4702,MACHINE_LINE_05,858.0,3976.71,4
prod_20260121_007,2026-01-21,PLANT_APAC_01,PROD_GLASS_C3,5975,MACHINE_LINE_04,834.9,5059.66,4
prod_20260121_008,2026-01-21,PLANT_US_01,PROD_GLASS_C3,3194,MACHINE_LINE_01,881.1,3081.44,27
prod_20260121_009,2026-01-21,PLANT_APAC_01,PROD_GLASS_C3,4322,MACHINE_LINE_06,845.1,3930.95,5
prod_20260121_010,2026-01-21,PLANT_APAC_01,PROD_GLASS_B2,4730,MACHINE_LINE_03,854.2,3937.96,14
prod_20260121_011,2026-01-21,PLANT_US_01,PROD_GLASS_C3,6696,MACHINE_LINE_05,844.8,5829.13,6
prod_20260121_012,2026-01-21,PLANT_APAC_01,PROD_GLASS_C3,5634,MACHINE_LINE_02,853.4,5388.27,8
