shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260216_001,PO_2026_02_001,PROD_GLASS_C3,1845,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-02-16,2026-02-25,,0,PENDING
ship_20260216_002,PO_2026_02_002,PROD_GLASS_C3,1267,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-02-13,2026-03-05,2026-03-09,4,DELIVERED
ship_20260216_003,PO_2026_02_003,PROD_GLASS_B2,1063,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_01,2026-02-07,2026-02-21,2026-02-22,1,DELIVERED
ship_20260216_004,PO_2026_02_004,PROD_GLASS_C3,610,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-02-11,2026-02-25,2026-02-28,3,DELIVERED
ship_20260216_005,PO_2026_02_005,PROD_GLASS_B2,633,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-02-10,2026-03-02,2026-03-05,3,DELIVERED
ship_20260216_006,PO_2026_02_006,PROD_GLASS_B2,1154,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_01,2026-02-13,2026-02-22,,0,IN_TRANSIT
ship_20260216_007,PO_2026_02_007,PROD_GLASS_C3,1355,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-02-13,2026-03-08,2026-03-08,0,DELIVERED
ship_20260216_008,PO_2026_02_008,PROD_GLASS_C3,1303,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-02-08,2026-02-25,2026-02-25,0,DELIVERED
ship_20260216_009,PO_2026_02_009,PROD_GLASS_A1,993,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-02-16,2026-02-23,,0,PENDING
ship_20260216_010,PO_2026_02_010,PROD_GLASS_B2,566,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-02-13,2026-03-04,,0,IN_TRANSIT
