production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260303_001,2026-03-03,PLANT_EU_01,PROD_GLASS_C3,4346,MACHINE_LINE_04,835.8,4195.4,54
prod_20260303_002,2026-03-03,PLANT_US_01,PROD_GLASS_B2,3098,MACHINE_LINE_02,855.5,2791.35,19
prod_20260303_003,2026-03-03,PLANT_US_01,PROD_GLASS_A1,6048,MACHINE_LINE_04,874.4,5378.04,5
prod_20260303_004,2026-03-03,PLANT_APAC_01,PROD_GLASS_C3,4971,MACHINE_LINE_04,851.7,4624.61,21
prod_20260303_005,2026-03-03,PLANT_US_01,PROD_GLASS_C3,3353,MACHINE_LINE_01,826.6,3278.31,24
prod_20260303_006,2026-03-03,PLANT_US_01,PROD_GLASS_A1,4173,MACHINE_LINE_06,864.3,3559.94,0
prod_20260303_007,2026-03-03,PLANT_US_01,PROD_GLASS_B2,4792,MACHINE_LINE_06,837.9,4351.24,27
prod_20260303_008,2026-03-03,PLANT_EU_01,PROD_GLASS_B2,4236,MACHINE_LINE_05,830.1,3927.84,1
prod_20260303_009,2026-03-03,PLANT_APAC_01,PROD_GLASS_B2,5310,MACHINE_LINE_04,841.9,4504.61,29
prod_20260303_010,2026-03-03,PLANT_EU_01,PROD_GLASS_A1,6838,MACHINE_LINE_07,846.2,6327.71,4
prod_20260303_011,2026-03-03,PLANT_US_01,PROD_GLASS_B2,6566,MACHINE_LINE_04,851.9,5921.88,13
prod_20260303_012,2026-03-03,PLANT_APAC_01,PROD_GLASS_A1,3709,MACHINE_LINE_05,839.6,3255.56,20
