shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260311_001,PO_2026_03_001,PROD_GLASS_C3,2053,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_01,2026-03-10,2026-04-01,2026-04-02,1,DELIVERED
ship_20260311_002,PO_2026_03_002,PROD_GLASS_C3,1059,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-03-10,2026-03-20,,0,IN_TRANSIT
ship_20260311_003,PO_2026_03_003,PROD_GLASS_B2,1673,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-03-06,2026-03-16,,0,IN_TRANSIT
ship_20260311_004,PO_2026_03_004,PROD_GLASS_A1,697,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-03-10,2026-03-19,2026-03-19,0,DELIVERED
ship_20260311_005,PO_2026_03_005,PROD_GLASS_A1,1269,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-03-10,2026-03-19,2026-03-19,0,DELIVERED
ship_20260311_006,PO_2026_03_006,PROD_GLASS_B2,751,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-03-11,2026-03-26,,0,PENDING
ship_20260311_007,PO_2026_03_007,PROD_GLASS_B2,2245,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_02,2026-03-11,2026-04-04,,0,PENDING
ship_20260311_008,PO_2026_03_008,PROD_GLASS_B2,1920,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-03-08,2026-03-21,2026-03-25,4,DELIVERED
ship_20260311_009,PO_2026_03_009,PROD_GLASS_C3,1305,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_02,2026-03-02,2026-03-16,2026-03-16,0,DELIVERED
ship_20260311_010,PO_2026_03_010,PROD_GLASS_A1,2105,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2026-03-10,2026-03-25,,0,IN_TRANSIT
