shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260121_001,PO_2026_01_001,PROD_GLASS_C3,1762,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-01-21,2026-01-29,,0,PENDING
ship_20260121_002,PO_2026_01_002,PROD_GLASS_C3,1994,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-01-20,2026-02-06,2026-02-07,1,DELIVERED
ship_20260121_003,PO_2026_01_003,PROD_GLASS_C3,698,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-01-17,2026-02-14,2026-02-14,0,DELIVERED
ship_20260121_004,PO_2026_01_004,PROD_GLASS_C3,1967,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2026-01-13,2026-01-27,2026-01-30,3,DELIVERED
ship_20260121_005,PO_2026_01_005,PROD_GLASS_C3,928,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-01-12,2026-01-27,2026-01-27,0,DELIVERED
ship_20260121_006,PO_2026_01_006,PROD_GLASS_B2,675,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-01-15,2026-01-30,2026-01-30,0,DELIVERED
ship_20260121_007,PO_2026_01_007,PROD_GLASS_C3,2381,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-20,2026-02-04,2026-02-04,0,DELIVERED
ship_20260121_008,PO_2026_01_008,PROD_GLASS_C3,1600,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-01-17,2026-01-29,2026-01-29,0,DELIVERED
ship_20260121_009,PO_2026_01_009,PROD_GLASS_A1,1053,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-01-17,2026-01-31,,0,IN_TRANSIT
ship_20260121_010,PO_2026_01_010,PROD_GLASS_B2,615,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-01-19,2026-02-03,2026-02-03,0,DELIVERED
