supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-03-30,2026-03-30,0,90.7
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-31,2026-03-31,0,86.2
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-03-28,2026-03-28,0,90.2
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-31,2026-03-31,0,86.5
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-03-31,2026-03-31,0,95.4
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-04-02,2026-04-01,1,93.8
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-03-30,2026-03-30,0,94.8
SUP_LOGISTICS_02,Supplier_02,Components,2026-03-30,2026-03-30,0,95.7
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-03-31,2026-03-29,2,93.7
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-03-28,2026-03-28,0,93.3
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-03-30,2026-03-30,0,93.0
