supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-03-10,2026-03-10,0,93.9
SUP_GLASS_RAW_02,Supplier_02,Components,2026-03-10,2026-03-10,0,87.7
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-03-06,2026-03-06,0,89.6
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-03-06,2026-03-06,0,91.6
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-03-11,2026-03-09,2,85.4
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-03-06,2026-03-06,0,90.4
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-03-07,2026-03-07,0,84.3
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-03-07,2026-03-07,0,93.1
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-03-06,2026-03-06,0,89.9
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-03-08,2026-03-06,2,94.2
SUP_PACKAGING_02,Supplier_02,Logistics,2026-03-10,2026-03-10,0,91.3
