quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260124_001,2026-01-24,PROD_GLASS_C3,BATCH_2026_01_24_001,14,SURFACE_SCRATCH,0.18
qual_20260124_002,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_002,85,CRACK,1.42
qual_20260124_003,2026-01-24,PROD_GLASS_C3,BATCH_2026_01_24_003,77,BUBBLE,1.09
qual_20260124_004,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_004,207,OTHER,2.51
qual_20260124_005,2026-01-24,PROD_GLASS_C3,BATCH_2026_01_24_005,45,SURFACE_SCRATCH,0.59
qual_20260124_006,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_006,17,CRACK,0.21
qual_20260124_007,2026-01-24,PROD_GLASS_C3,BATCH_2026_01_24_007,211,SURFACE_SCRATCH,4.86
qual_20260124_008,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_008,244,SURFACE_SCRATCH,4.76
qual_20260124_009,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_009,269,DISCOLORATION,3.53
qual_20260124_010,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_010,52,BUBBLE,1.11
qual_20260124_011,2026-01-24,PROD_GLASS_A1,BATCH_2026_01_24_011,288,OTHER,2.92
qual_20260124_012,2026-01-24,PROD_GLASS_B2,BATCH_2026_01_24_012,17,SURFACE_SCRATCH,0.37
