quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260204_001,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_001,22,DISCOLORATION,0.44
qual_20260204_002,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_002,82,OTHER,0.86
qual_20260204_003,2026-02-04,PROD_GLASS_B2,BATCH_2026_02_04_003,238,BUBBLE,2.64
qual_20260204_004,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_004,81,DISCOLORATION,1.37
qual_20260204_005,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_005,147,OTHER,2.15
qual_20260204_006,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_006,77,SURFACE_SCRATCH,0.95
qual_20260204_007,2026-02-04,PROD_GLASS_C3,BATCH_2026_02_04_007,45,BUBBLE,0.72
qual_20260204_008,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_008,28,CRACK,0.66
qual_20260204_009,2026-02-04,PROD_GLASS_C3,BATCH_2026_02_04_009,154,SURFACE_SCRATCH,3.21
qual_20260204_010,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_010,55,DIMENSION_OFF,0.81
qual_20260204_011,2026-02-04,PROD_GLASS_A1,BATCH_2026_02_04_011,28,DIMENSION_OFF,0.6
qual_20260204_012,2026-02-04,PROD_GLASS_B2,BATCH_2026_02_04_012,205,OTHER,3.03
