shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260323_001,PO_2026_03_001,PROD_GLASS_A1,1177,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_01,2026-03-22,2026-03-28,2026-03-28,0,DELIVERED
ship_20260323_002,PO_2026_03_002,PROD_GLASS_A1,1086,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_01,2026-03-18,2026-04-12,2026-04-12,0,DELIVERED
ship_20260323_003,PO_2026_03_003,PROD_GLASS_A1,1695,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_01,2026-03-23,2026-03-30,,0,PENDING
ship_20260323_004,PO_2026_03_004,PROD_GLASS_C3,2079,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_01,2026-03-14,2026-04-13,2026-04-13,0,DELIVERED
ship_20260323_005,PO_2026_03_005,PROD_GLASS_A1,1934,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-03-21,2026-04-07,2026-04-09,2,DELIVERED
ship_20260323_006,PO_2026_03_006,PROD_GLASS_A1,799,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-03-20,2026-04-01,2026-04-01,0,DELIVERED
ship_20260323_007,PO_2026_03_007,PROD_GLASS_A1,1008,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_02,2026-03-21,2026-03-29,2026-03-29,0,DELIVERED
ship_20260323_008,PO_2026_03_008,PROD_GLASS_A1,2224,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-03-23,2026-03-31,,0,PENDING
ship_20260323_009,PO_2026_03_009,PROD_GLASS_C3,2123,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2026-03-20,2026-03-29,2026-03-31,2,DELIVERED
ship_20260323_010,PO_2026_03_010,PROD_GLASS_B2,1700,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_01,2026-03-14,2026-04-02,2026-04-02,0,DELIVERED
