quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260217_001,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_001,77,OTHER,1.33
qual_20260217_002,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_002,12,DISCOLORATION,0.2
qual_20260217_003,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_003,35,BUBBLE,0.5
qual_20260217_004,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_004,11,CRACK,0.28
qual_20260217_005,2026-02-17,PROD_GLASS_B2,BATCH_2026_02_17_005,96,BUBBLE,1.15
qual_20260217_006,2026-02-17,PROD_GLASS_C3,BATCH_2026_02_17_006,234,SURFACE_SCRATCH,3.21
qual_20260217_007,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_007,415,SURFACE_SCRATCH,4.55
qual_20260217_008,2026-02-17,PROD_GLASS_A1,BATCH_2026_02_17_008,27,BUBBLE,0.58
qual_20260217_009,2026-02-17,PROD_GLASS_B2,BATCH_2026_02_17_009,120,SURFACE_SCRATCH,1.37
qual_20260217_010,2026-02-17,PROD_GLASS_B2,BATCH_2026_02_17_010,44,DIMENSION_OFF,0.65
qual_20260217_011,2026-02-17,PROD_GLASS_C3,BATCH_2026_02_17_011,27,BUBBLE,0.56
qual_20260217_012,2026-02-17,PROD_GLASS_C3,BATCH_2026_02_17_012,95,DISCOLORATION,1.33
