quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260221_001,2026-02-21,PROD_GLASS_B2,BATCH_2026_02_21_001,48,SURFACE_SCRATCH,0.66
qual_20260221_002,2026-02-21,PROD_GLASS_A1,BATCH_2026_02_21_002,23,CRACK,0.54
qual_20260221_003,2026-02-21,PROD_GLASS_B2,BATCH_2026_02_21_003,77,OTHER,1.39
qual_20260221_004,2026-02-21,PROD_GLASS_C3,BATCH_2026_02_21_004,19,DISCOLORATION,0.37
qual_20260221_005,2026-02-21,PROD_GLASS_C3,BATCH_2026_02_21_005,66,DIMENSION_OFF,0.68
qual_20260221_006,2026-02-21,PROD_GLASS_B2,BATCH_2026_02_21_006,227,DISCOLORATION,3.84
qual_20260221_007,2026-02-21,PROD_GLASS_A1,BATCH_2026_02_21_007,96,DIMENSION_OFF,1.48
qual_20260221_008,2026-02-21,PROD_GLASS_B2,BATCH_2026_02_21_008,293,DISCOLORATION,4.21
qual_20260221_009,2026-02-21,PROD_GLASS_B2,BATCH_2026_02_21_009,32,DISCOLORATION,0.75
qual_20260221_010,2026-02-21,PROD_GLASS_A1,BATCH_2026_02_21_010,63,DISCOLORATION,1.17
qual_20260221_011,2026-02-21,PROD_GLASS_C3,BATCH_2026_02_21_011,95,BUBBLE,0.99
qual_20260221_012,2026-02-21,PROD_GLASS_A1,BATCH_2026_02_21_012,36,BUBBLE,0.47
