production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260223_001,2026-02-23,PLANT_APAC_01,PROD_GLASS_C3,3614,MACHINE_LINE_01,869.0,3103.34,1
prod_20260223_002,2026-02-23,PLANT_US_01,PROD_GLASS_A1,3456,MACHINE_LINE_04,825.8,2973.1,23
prod_20260223_003,2026-02-23,PLANT_EU_01,PROD_GLASS_C3,5951,MACHINE_LINE_05,862.6,5089.93,7
prod_20260223_004,2026-02-23,PLANT_US_01,PROD_GLASS_A1,6641,MACHINE_LINE_01,853.7,6233.48,29
prod_20260223_005,2026-02-23,PLANT_US_01,PROD_GLASS_B2,6486,MACHINE_LINE_02,850.9,5780.46,0
prod_20260223_006,2026-02-23,PLANT_APAC_01,PROD_GLASS_A1,2861,MACHINE_LINE_07,862.3,2697.99,43
prod_20260223_007,2026-02-23,PLANT_APAC_01,PROD_GLASS_C3,5518,MACHINE_LINE_03,876.8,5188.49,19
prod_20260223_008,2026-02-23,PLANT_APAC_01,PROD_GLASS_B2,5353,MACHINE_LINE_03,855.0,4876.55,29
prod_20260223_009,2026-02-23,PLANT_US_01,PROD_GLASS_B2,5089,MACHINE_LINE_07,871.8,4560.82,9
prod_20260223_010,2026-02-23,PLANT_US_01,PROD_GLASS_A1,5296,MACHINE_LINE_02,844.0,4731.22,16
prod_20260223_011,2026-02-23,PLANT_EU_01,PROD_GLASS_B2,4552,MACHINE_LINE_01,841.5,4044.02,99
prod_20260223_012,2026-02-23,PLANT_US_01,PROD_GLASS_B2,6548,MACHINE_LINE_01,856.4,5533.95,4
