quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260301_001,2026-03-01,PROD_GLASS_B2,BATCH_2026_03_01_001,131,DIMENSION_OFF,2.03
qual_20260301_002,2026-03-01,PROD_GLASS_C3,BATCH_2026_03_01_002,71,DIMENSION_OFF,0.77
qual_20260301_003,2026-03-01,PROD_GLASS_C3,BATCH_2026_03_01_003,399,DISCOLORATION,4.83
qual_20260301_004,2026-03-01,PROD_GLASS_A1,BATCH_2026_03_01_004,177,SURFACE_SCRATCH,4.03
qual_20260301_005,2026-03-01,PROD_GLASS_B2,BATCH_2026_03_01_005,57,CRACK,0.98
qual_20260301_006,2026-03-01,PROD_GLASS_B2,BATCH_2026_03_01_006,92,DISCOLORATION,1.06
qual_20260301_007,2026-03-01,PROD_GLASS_C3,BATCH_2026_03_01_007,64,DIMENSION_OFF,1.34
qual_20260301_008,2026-03-01,PROD_GLASS_C3,BATCH_2026_03_01_008,75,BUBBLE,1.43
qual_20260301_009,2026-03-01,PROD_GLASS_A1,BATCH_2026_03_01_009,228,CRACK,2.56
qual_20260301_010,2026-03-01,PROD_GLASS_C3,BATCH_2026_03_01_010,88,SURFACE_SCRATCH,0.9
qual_20260301_011,2026-03-01,PROD_GLASS_A1,BATCH_2026_03_01_011,47,SURFACE_SCRATCH,0.58
qual_20260301_012,2026-03-01,PROD_GLASS_B2,BATCH_2026_03_01_012,169,BUBBLE,2.38
