quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260102_001,2026-01-02,PROD_GLASS_C3,BATCH_2026_01_02_001,29,DIMENSION_OFF,0.44
qual_20260102_002,2026-01-02,PROD_GLASS_C3,BATCH_2026_01_02_002,54,DISCOLORATION,0.82
qual_20260102_003,2026-01-02,PROD_GLASS_A1,BATCH_2026_01_02_003,47,DISCOLORATION,0.58
qual_20260102_004,2026-01-02,PROD_GLASS_A1,BATCH_2026_01_02_004,59,DIMENSION_OFF,1.29
qual_20260102_005,2026-01-02,PROD_GLASS_A1,BATCH_2026_01_02_005,147,SURFACE_SCRATCH,2.31
qual_20260102_006,2026-01-02,PROD_GLASS_C3,BATCH_2026_01_02_006,30,CRACK,0.55
qual_20260102_007,2026-01-02,PROD_GLASS_A1,BATCH_2026_01_02_007,47,SURFACE_SCRATCH,0.85
qual_20260102_008,2026-01-02,PROD_GLASS_B2,BATCH_2026_01_02_008,38,BUBBLE,0.49
qual_20260102_009,2026-01-02,PROD_GLASS_C3,BATCH_2026_01_02_009,99,CRACK,1.28
qual_20260102_010,2026-01-02,PROD_GLASS_B2,BATCH_2026_01_02_010,62,SURFACE_SCRATCH,0.83
qual_20260102_011,2026-01-02,PROD_GLASS_C3,BATCH_2026_01_02_011,56,SURFACE_SCRATCH,1.13
qual_20260102_012,2026-01-02,PROD_GLASS_A1,BATCH_2026_01_02_012,50,OTHER,0.82
