supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-04-08,2026-04-08,0,96.2
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-04-07,2026-04-07,0,84.3
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-04-04,2026-04-04,0,91.4
SUP_METAL_FRAME_02,Supplier_02,Components,2026-04-08,2026-04-08,0,88.0
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-04-04,2026-04-04,0,90.4
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-04-05,2026-04-05,0,95.3
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-04-08,2026-04-06,2,93.1
SUP_LOGISTICS_02,Supplier_02,Components,2026-04-06,2026-04-06,0,88.6
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-04-06,2026-04-06,0,92.6
SUP_PACKAGING_01,Supplier_01,Packaging,2026-04-07,2026-04-07,0,87.5
SUP_PACKAGING_02,Supplier_02,Packaging,2026-04-05,2026-04-05,0,87.3
