supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-03-09,2026-03-09,0,90.2
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-03-10,2026-03-10,0,92.9
SUP_METAL_FRAME_01,Supplier_01,Components,2026-03-09,2026-03-09,0,88.3
SUP_METAL_FRAME_02,Supplier_02,Components,2026-03-09,2026-03-09,0,91.4
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-03-11,2026-03-11,0,93.9
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-03-12,2026-03-12,0,93.9
SUP_LOGISTICS_01,Supplier_01,Raw Materials,2026-03-10,2026-03-10,0,95.0
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-03-13,2026-03-13,0,93.2
SUP_LOGISTICS_03,Supplier_03,Logistics,2026-03-09,2026-03-09,0,92.1
SUP_PACKAGING_01,Supplier_01,Packaging,2026-03-13,2026-03-13,0,93.7
SUP_PACKAGING_02,Supplier_02,Packaging,2026-03-10,2026-03-10,0,85.6
