production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260125_001,2026-01-25,PLANT_US_01,PROD_GLASS_A1,4166,MACHINE_LINE_05,849.5,3835.59,18
prod_20260125_002,2026-01-25,PLANT_APAC_01,PROD_GLASS_B2,3465,MACHINE_LINE_04,842.9,3352.06,23
prod_20260125_003,2026-01-25,PLANT_US_01,PROD_GLASS_B2,6384,MACHINE_LINE_07,853.1,5798.28,18
prod_20260125_004,2026-01-25,PLANT_APAC_01,PROD_GLASS_C3,4970,MACHINE_LINE_05,848.0,4586.34,9
prod_20260125_005,2026-01-25,PLANT_US_01,PROD_GLASS_C3,3579,MACHINE_LINE_03,836.9,2965.96,18
prod_20260125_006,2026-01-25,PLANT_US_01,PROD_GLASS_C3,3902,MACHINE_LINE_01,829.7,3452.55,2
prod_20260125_007,2026-01-25,PLANT_EU_01,PROD_GLASS_B2,3704,MACHINE_LINE_04,845.1,3343.09,17
prod_20260125_008,2026-01-25,PLANT_US_01,PROD_GLASS_C3,6023,MACHINE_LINE_03,836.3,5484.05,20
prod_20260125_009,2026-01-25,PLANT_APAC_01,PROD_GLASS_B2,3895,MACHINE_LINE_03,864.6,3482.23,13
prod_20260125_010,2026-01-25,PLANT_US_01,PROD_GLASS_A1,6010,MACHINE_LINE_02,838.8,5635.62,5
prod_20260125_011,2026-01-25,PLANT_US_01,PROD_GLASS_B2,5885,MACHINE_LINE_06,862.6,5106.14,27
prod_20260125_012,2026-01-25,PLANT_US_01,PROD_GLASS_B2,4506,MACHINE_LINE_05,841.3,3995.92,7
