inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260120_01,2026-01-20,PROD_GLASS_A1,WAREHOUSE_US_01,11059,25893,2485,34467
inv_20260120_02,2026-01-20,PROD_GLASS_A1,WAREHOUSE_EU_01,13112,25893,0,39005
inv_20260120_03,2026-01-20,PROD_GLASS_A1,WAREHOUSE_APAC_01,8316,25893,0,34209
inv_20260120_04,2026-01-20,PROD_GLASS_A1,WAREHOUSE_US_02,8716,25893,0,34609
inv_20260120_05,2026-01-20,PROD_GLASS_A1,WAREHOUSE_APAC_02,12529,25893,0,38422
inv_20260120_06,2026-01-20,PROD_GLASS_A1,WAREHOUSE_EU_02,7842,25893,0,33735
inv_20260120_07,2026-01-20,PROD_GLASS_B2,WAREHOUSE_US_01,10994,9549,2384,18159
inv_20260120_08,2026-01-20,PROD_GLASS_B2,WAREHOUSE_EU_01,5776,9549,1937,13388
inv_20260120_09,2026-01-20,PROD_GLASS_B2,WAREHOUSE_APAC_01,7643,9549,0,17192
inv_20260120_10,2026-01-20,PROD_GLASS_B2,WAREHOUSE_US_02,7961,9549,0,17510
inv_20260120_11,2026-01-20,PROD_GLASS_B2,WAREHOUSE_APAC_02,6833,9549,0,16382
inv_20260120_12,2026-01-20,PROD_GLASS_B2,WAREHOUSE_EU_02,4815,9549,0,14364
inv_20260120_13,2026-01-20,PROD_GLASS_C3,WAREHOUSE_US_01,7642,22795,2984,27453
inv_20260120_14,2026-01-20,PROD_GLASS_C3,WAREHOUSE_EU_01,8333,22795,0,31128
inv_20260120_15,2026-01-20,PROD_GLASS_C3,WAREHOUSE_APAC_01,12453,22795,1361,33887
inv_20260120_16,2026-01-20,PROD_GLASS_C3,WAREHOUSE_US_02,14346,22795,0,37141
inv_20260120_17,2026-01-20,PROD_GLASS_C3,WAREHOUSE_APAC_02,10961,22795,0,33756
inv_20260120_18,2026-01-20,PROD_GLASS_C3,WAREHOUSE_EU_02,8015,22795,0,30810
