shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260326_001,PO_2026_03_001,PROD_GLASS_B2,1293,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_GLASS_RAW_01,2026-03-26,2026-04-16,,0,PENDING
ship_20260326_002,PO_2026_03_002,PROD_GLASS_A1,687,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_02,2026-03-21,2026-04-04,2026-04-04,0,DELIVERED
ship_20260326_003,PO_2026_03_003,PROD_GLASS_B2,1538,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_02,2026-03-18,2026-04-12,2026-04-12,0,DELIVERED
ship_20260326_004,PO_2026_03_004,PROD_GLASS_B2,634,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2026-03-21,2026-04-04,2026-04-07,3,DELIVERED
ship_20260326_005,PO_2026_03_005,PROD_GLASS_B2,2091,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_ADHESIVE_02,2026-03-26,2026-04-04,,0,PENDING
ship_20260326_006,PO_2026_03_006,PROD_GLASS_C3,1000,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-03-22,2026-04-11,,0,IN_TRANSIT
ship_20260326_007,PO_2026_03_007,PROD_GLASS_A1,2459,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-03-21,2026-04-03,2026-04-03,0,DELIVERED
ship_20260326_008,PO_2026_03_008,PROD_GLASS_C3,1993,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-03-19,2026-04-03,2026-04-03,0,DELIVERED
ship_20260326_009,PO_2026_03_009,PROD_GLASS_C3,1285,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-03-26,2026-04-02,,0,PENDING
ship_20260326_010,PO_2026_03_010,PROD_GLASS_C3,1601,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_03,2026-03-26,2026-04-02,,0,PENDING
