shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20251230_001,PO_2026_12_001,PROD_GLASS_B2,601,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2025-12-30,2026-01-06,,0,PENDING
ship_20251230_002,PO_2026_12_002,PROD_GLASS_C3,2221,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2025-12-26,2026-01-07,2026-01-07,0,DELIVERED
ship_20251230_003,PO_2026_12_003,PROD_GLASS_A1,2083,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_PACKAGING_02,2025-12-28,2026-01-08,2026-01-08,0,DELIVERED
ship_20251230_004,PO_2026_12_004,PROD_GLASS_C3,2081,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_ADHESIVE_02,2025-12-25,2026-01-07,2026-01-09,2,DELIVERED
ship_20251230_005,PO_2026_12_005,PROD_GLASS_A1,891,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_03,2025-12-30,2026-01-06,,0,PENDING
ship_20251230_006,PO_2026_12_006,PROD_GLASS_B2,1704,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2025-12-21,2026-01-08,2026-01-08,0,DELIVERED
ship_20251230_007,PO_2026_12_007,PROD_GLASS_C3,1690,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2025-12-30,2026-01-05,,0,PENDING
ship_20251230_008,PO_2026_12_008,PROD_GLASS_C3,2478,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2025-12-26,2026-01-21,2026-01-21,0,DELIVERED
ship_20251230_009,PO_2026_12_009,PROD_GLASS_C3,994,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_02,2025-12-24,2026-01-11,2026-01-11,0,DELIVERED
ship_20251230_010,PO_2026_12_010,PROD_GLASS_A1,2108,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2025-12-27,2026-01-04,,0,IN_TRANSIT
