quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260202_001,2026-02-02,PROD_GLASS_C3,BATCH_2026_02_02_001,23,BUBBLE,0.58
qual_20260202_002,2026-02-02,PROD_GLASS_A1,BATCH_2026_02_02_002,168,BUBBLE,3.92
qual_20260202_003,2026-02-02,PROD_GLASS_B2,BATCH_2026_02_02_003,252,BUBBLE,3.01
qual_20260202_004,2026-02-02,PROD_GLASS_A1,BATCH_2026_02_02_004,193,OTHER,2.7
qual_20260202_005,2026-02-02,PROD_GLASS_C3,BATCH_2026_02_02_005,63,DIMENSION_OFF,0.72
qual_20260202_006,2026-02-02,PROD_GLASS_C3,BATCH_2026_02_02_006,354,BUBBLE,4.12
qual_20260202_007,2026-02-02,PROD_GLASS_C3,BATCH_2026_02_02_007,59,OTHER,1.4
qual_20260202_008,2026-02-02,PROD_GLASS_A1,BATCH_2026_02_02_008,58,DISCOLORATION,0.76
qual_20260202_009,2026-02-02,PROD_GLASS_B2,BATCH_2026_02_02_009,51,SURFACE_SCRATCH,0.68
qual_20260202_010,2026-02-02,PROD_GLASS_A1,BATCH_2026_02_02_010,251,DISCOLORATION,4.84
qual_20260202_011,2026-02-02,PROD_GLASS_B2,BATCH_2026_02_02_011,193,DIMENSION_OFF,4.77
qual_20260202_012,2026-02-02,PROD_GLASS_C3,BATCH_2026_02_02_012,127,DIMENSION_OFF,2.46
