inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260304_01,2026-03-04,PROD_GLASS_A1,WAREHOUSE_US_01,9333,4695,0,14028
inv_20260304_02,2026-03-04,PROD_GLASS_A1,WAREHOUSE_EU_01,12208,4695,0,16903
inv_20260304_03,2026-03-04,PROD_GLASS_A1,WAREHOUSE_APAC_01,7860,4695,0,12555
inv_20260304_04,2026-03-04,PROD_GLASS_A1,WAREHOUSE_US_02,5749,4695,0,10444
inv_20260304_05,2026-03-04,PROD_GLASS_A1,WAREHOUSE_APAC_02,9910,4695,0,14605
inv_20260304_06,2026-03-04,PROD_GLASS_A1,WAREHOUSE_EU_02,8882,4695,0,13577
inv_20260304_07,2026-03-04,PROD_GLASS_B2,WAREHOUSE_US_01,5484,42383,1610,46257
inv_20260304_08,2026-03-04,PROD_GLASS_B2,WAREHOUSE_EU_01,10308,42383,885,51806
inv_20260304_09,2026-03-04,PROD_GLASS_B2,WAREHOUSE_APAC_01,8351,42383,880,49854
inv_20260304_10,2026-03-04,PROD_GLASS_B2,WAREHOUSE_US_02,4248,42383,0,46631
inv_20260304_11,2026-03-04,PROD_GLASS_B2,WAREHOUSE_APAC_02,4768,42383,0,47151
inv_20260304_12,2026-03-04,PROD_GLASS_B2,WAREHOUSE_EU_02,6794,42383,0,49177
inv_20260304_13,2026-03-04,PROD_GLASS_C3,WAREHOUSE_US_01,8989,8615,3623,13981
inv_20260304_14,2026-03-04,PROD_GLASS_C3,WAREHOUSE_EU_01,14895,8615,2497,21013
inv_20260304_15,2026-03-04,PROD_GLASS_C3,WAREHOUSE_APAC_01,5939,8615,0,14554
inv_20260304_16,2026-03-04,PROD_GLASS_C3,WAREHOUSE_US_02,9778,8615,0,18393
inv_20260304_17,2026-03-04,PROD_GLASS_C3,WAREHOUSE_APAC_02,12764,8615,0,21379
inv_20260304_18,2026-03-04,PROD_GLASS_C3,WAREHOUSE_EU_02,13017,8615,0,21632
