supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-12,2026-01-12,0,88.6
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-01-14,2026-01-14,0,85.1
SUP_METAL_FRAME_01,Supplier_01,Packaging,2026-01-15,2026-01-15,0,92.5
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-01-16,2026-01-16,0,90.6
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-12,2026-01-12,0,94.0
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-01-12,2026-01-12,0,93.0
SUP_LOGISTICS_01,Supplier_01,Components,2026-01-15,2026-01-15,0,89.0
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-12,2026-01-12,0,90.2
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-01-12,2026-01-12,0,88.9
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-01-14,2026-01-14,0,94.1
SUP_PACKAGING_02,Supplier_02,Components,2026-01-16,2026-01-16,0,90.6
