quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260317_001,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_001,103,CRACK,1.19
qual_20260317_002,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_002,119,CRACK,1.31
qual_20260317_003,2026-03-17,PROD_GLASS_C3,BATCH_2026_03_17_003,39,OTHER,0.84
qual_20260317_004,2026-03-17,PROD_GLASS_A1,BATCH_2026_03_17_004,59,BUBBLE,0.98
qual_20260317_005,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_005,119,DISCOLORATION,1.24
qual_20260317_006,2026-03-17,PROD_GLASS_A1,BATCH_2026_03_17_006,31,OTHER,0.33
qual_20260317_007,2026-03-17,PROD_GLASS_C3,BATCH_2026_03_17_007,97,CRACK,1.42
qual_20260317_008,2026-03-17,PROD_GLASS_C3,BATCH_2026_03_17_008,74,DIMENSION_OFF,0.92
qual_20260317_009,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_009,57,BUBBLE,1.03
qual_20260317_010,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_010,5,DISCOLORATION,0.11
qual_20260317_011,2026-03-17,PROD_GLASS_C3,BATCH_2026_03_17_011,83,DISCOLORATION,1.0
qual_20260317_012,2026-03-17,PROD_GLASS_B2,BATCH_2026_03_17_012,42,DIMENSION_OFF,0.92
