supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-01-18,2026-01-18,0,92.2
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-19,2026-01-19,0,89.7
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-01-22,2026-01-22,0,94.1
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-22,2026-01-22,0,91.8
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-19,2026-01-19,0,93.5
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-21,2026-01-21,0,88.3
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-01-19,2026-01-19,0,88.9
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-20,2026-01-20,0,92.7
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-01-22,2026-01-22,0,92.4
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-01-19,2026-01-19,0,87.6
SUP_PACKAGING_02,Supplier_02,Components,2026-01-22,2026-01-22,0,88.3
