quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260219_001,2026-02-19,PROD_GLASS_B2,BATCH_2026_02_19_001,34,BUBBLE,0.74
qual_20260219_002,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_002,84,SURFACE_SCRATCH,1.44
qual_20260219_003,2026-02-19,PROD_GLASS_A1,BATCH_2026_02_19_003,91,DIMENSION_OFF,1.16
qual_20260219_004,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_004,223,DISCOLORATION,4.72
qual_20260219_005,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_005,65,CRACK,1.28
qual_20260219_006,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_006,31,SURFACE_SCRATCH,0.43
qual_20260219_007,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_007,35,OTHER,0.68
qual_20260219_008,2026-02-19,PROD_GLASS_B2,BATCH_2026_02_19_008,49,DIMENSION_OFF,0.66
qual_20260219_009,2026-02-19,PROD_GLASS_B2,BATCH_2026_02_19_009,122,OTHER,1.29
qual_20260219_010,2026-02-19,PROD_GLASS_B2,BATCH_2026_02_19_010,45,DISCOLORATION,0.84
qual_20260219_011,2026-02-19,PROD_GLASS_A1,BATCH_2026_02_19_011,92,SURFACE_SCRATCH,2.23
qual_20260219_012,2026-02-19,PROD_GLASS_C3,BATCH_2026_02_19_012,91,DISCOLORATION,1.08
