production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260315_001,2026-03-15,PLANT_APAC_01,PROD_GLASS_C3,4397,MACHINE_LINE_05,892.8,3821.43,12
prod_20260315_002,2026-03-15,PLANT_EU_01,PROD_GLASS_A1,3980,MACHINE_LINE_06,820.1,3752.35,27
prod_20260315_003,2026-03-15,PLANT_EU_01,PROD_GLASS_A1,5236,MACHINE_LINE_05,838.2,4573.25,0
prod_20260315_004,2026-03-15,PLANT_EU_01,PROD_GLASS_B2,5286,MACHINE_LINE_03,828.3,4602.88,22
prod_20260315_005,2026-03-15,PLANT_APAC_01,PROD_GLASS_B2,3126,MACHINE_LINE_03,835.3,2874.56,112
prod_20260315_006,2026-03-15,PLANT_APAC_01,PROD_GLASS_B2,5807,MACHINE_LINE_06,867.7,5420.44,22
prod_20260315_007,2026-03-15,PLANT_EU_01,PROD_GLASS_A1,4930,MACHINE_LINE_04,833.6,4565.84,27
prod_20260315_008,2026-03-15,PLANT_US_01,PROD_GLASS_A1,4791,MACHINE_LINE_03,850.9,4775.12,41
prod_20260315_009,2026-03-15,PLANT_EU_01,PROD_GLASS_B2,2800,MACHINE_LINE_06,864.7,2299.28,40
prod_20260315_010,2026-03-15,PLANT_APAC_01,PROD_GLASS_B2,5962,MACHINE_LINE_04,855.3,5809.38,0
prod_20260315_011,2026-03-15,PLANT_EU_01,PROD_GLASS_A1,3876,MACHINE_LINE_04,861.8,3813.6,10
prod_20260315_012,2026-03-15,PLANT_APAC_01,PROD_GLASS_B2,3895,MACHINE_LINE_02,841.6,3700.89,6
