inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260319_01,2026-03-19,PROD_GLASS_A1,WAREHOUSE_US_01,5515,20184,1533,24166
inv_20260319_02,2026-03-19,PROD_GLASS_A1,WAREHOUSE_EU_01,8342,20184,1948,26578
inv_20260319_03,2026-03-19,PROD_GLASS_A1,WAREHOUSE_APAC_01,6690,20184,692,26182
inv_20260319_04,2026-03-19,PROD_GLASS_A1,WAREHOUSE_US_02,6668,20184,0,26852
inv_20260319_05,2026-03-19,PROD_GLASS_A1,WAREHOUSE_APAC_02,9127,20184,0,29311
inv_20260319_06,2026-03-19,PROD_GLASS_A1,WAREHOUSE_EU_02,10625,20184,0,30809
inv_20260319_07,2026-03-19,PROD_GLASS_B2,WAREHOUSE_US_01,7566,17236,2446,22356
inv_20260319_08,2026-03-19,PROD_GLASS_B2,WAREHOUSE_EU_01,5324,17236,0,22560
inv_20260319_09,2026-03-19,PROD_GLASS_B2,WAREHOUSE_APAC_01,9082,17236,0,26318
inv_20260319_10,2026-03-19,PROD_GLASS_B2,WAREHOUSE_US_02,14490,17236,0,31726
inv_20260319_11,2026-03-19,PROD_GLASS_B2,WAREHOUSE_APAC_02,6313,17236,0,23549
inv_20260319_12,2026-03-19,PROD_GLASS_B2,WAREHOUSE_EU_02,12812,17236,0,30048
inv_20260319_13,2026-03-19,PROD_GLASS_C3,WAREHOUSE_US_01,9483,21316,1417,29382
inv_20260319_14,2026-03-19,PROD_GLASS_C3,WAREHOUSE_EU_01,12520,21316,0,33836
inv_20260319_15,2026-03-19,PROD_GLASS_C3,WAREHOUSE_APAC_01,7108,21316,1428,26996
inv_20260319_16,2026-03-19,PROD_GLASS_C3,WAREHOUSE_US_02,8615,21316,0,29931
inv_20260319_17,2026-03-19,PROD_GLASS_C3,WAREHOUSE_APAC_02,4096,21316,0,25412
inv_20260319_18,2026-03-19,PROD_GLASS_C3,WAREHOUSE_EU_02,4390,21316,0,25706
