quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260206_001,2026-02-06,PROD_GLASS_C3,BATCH_2026_02_06_001,57,OTHER,0.64
qual_20260206_002,2026-02-06,PROD_GLASS_C3,BATCH_2026_02_06_002,17,DISCOLORATION,0.22
qual_20260206_003,2026-02-06,PROD_GLASS_A1,BATCH_2026_02_06_003,40,OTHER,0.97
qual_20260206_004,2026-02-06,PROD_GLASS_A1,BATCH_2026_02_06_004,75,SURFACE_SCRATCH,1.29
qual_20260206_005,2026-02-06,PROD_GLASS_B2,BATCH_2026_02_06_005,438,DIMENSION_OFF,4.77
qual_20260206_006,2026-02-06,PROD_GLASS_C3,BATCH_2026_02_06_006,38,OTHER,0.49
qual_20260206_007,2026-02-06,PROD_GLASS_B2,BATCH_2026_02_06_007,355,CRACK,4.56
qual_20260206_008,2026-02-06,PROD_GLASS_A1,BATCH_2026_02_06_008,341,DIMENSION_OFF,4.23
qual_20260206_009,2026-02-06,PROD_GLASS_B2,BATCH_2026_02_06_009,80,OTHER,1.46
qual_20260206_010,2026-02-06,PROD_GLASS_B2,BATCH_2026_02_06_010,43,SURFACE_SCRATCH,0.48
qual_20260206_011,2026-02-06,PROD_GLASS_B2,BATCH_2026_02_06_011,33,DISCOLORATION,0.66
qual_20260206_012,2026-02-06,PROD_GLASS_A1,BATCH_2026_02_06_012,47,OTHER,0.67
