inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260226_01,2026-02-26,PROD_GLASS_A1,WAREHOUSE_US_01,13766,20081,0,33847
inv_20260226_02,2026-02-26,PROD_GLASS_A1,WAREHOUSE_EU_01,11606,20081,6699,24988
inv_20260226_03,2026-02-26,PROD_GLASS_A1,WAREHOUSE_APAC_01,12961,20081,3485,29557
inv_20260226_04,2026-02-26,PROD_GLASS_A1,WAREHOUSE_US_02,5998,20081,0,26079
inv_20260226_05,2026-02-26,PROD_GLASS_A1,WAREHOUSE_APAC_02,12193,20081,0,32274
inv_20260226_06,2026-02-26,PROD_GLASS_A1,WAREHOUSE_EU_02,5144,20081,0,25225
inv_20260226_07,2026-02-26,PROD_GLASS_B2,WAREHOUSE_US_01,9728,13663,576,22815
inv_20260226_08,2026-02-26,PROD_GLASS_B2,WAREHOUSE_EU_01,5283,13663,1237,17709
inv_20260226_09,2026-02-26,PROD_GLASS_B2,WAREHOUSE_APAC_01,11734,13663,0,25397
inv_20260226_10,2026-02-26,PROD_GLASS_B2,WAREHOUSE_US_02,4716,13663,0,18379
inv_20260226_11,2026-02-26,PROD_GLASS_B2,WAREHOUSE_APAC_02,8552,13663,0,22215
inv_20260226_12,2026-02-26,PROD_GLASS_B2,WAREHOUSE_EU_02,4802,13663,0,18465
inv_20260226_13,2026-02-26,PROD_GLASS_C3,WAREHOUSE_US_01,13512,27778,1246,40044
inv_20260226_14,2026-02-26,PROD_GLASS_C3,WAREHOUSE_EU_01,7268,27778,0,35046
inv_20260226_15,2026-02-26,PROD_GLASS_C3,WAREHOUSE_APAC_01,8733,27778,0,36511
inv_20260226_16,2026-02-26,PROD_GLASS_C3,WAREHOUSE_US_02,4053,27778,0,31831
inv_20260226_17,2026-02-26,PROD_GLASS_C3,WAREHOUSE_APAC_02,13911,27778,0,41689
inv_20260226_18,2026-02-26,PROD_GLASS_C3,WAREHOUSE_EU_02,4472,27778,0,32250
