supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Raw Materials,2026-03-02,2026-03-02,0,91.4
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-03-03,2026-03-03,0,90.9
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-03-01,2026-03-01,0,94.3
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-03-04,2026-03-04,0,84.8
SUP_ADHESIVE_01,Supplier_01,Packaging,2026-03-02,2026-03-02,0,90.7
SUP_ADHESIVE_02,Supplier_02,Raw Materials,2026-03-04,2026-03-04,0,85.3
SUP_LOGISTICS_01,Supplier_01,Packaging,2026-03-02,2026-03-02,0,88.4
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-03-03,2026-03-03,0,91.6
SUP_LOGISTICS_03,Supplier_03,Components,2026-02-28,2026-02-28,0,93.2
SUP_PACKAGING_01,Supplier_01,Raw Materials,2026-03-02,2026-03-02,0,93.9
SUP_PACKAGING_02,Supplier_02,Components,2026-03-04,2026-03-04,0,88.2
