inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260329_01,2026-03-29,PROD_GLASS_A1,WAREHOUSE_US_01,6233,4431,2021,8643
inv_20260329_02,2026-03-29,PROD_GLASS_A1,WAREHOUSE_EU_01,5491,4431,0,9922
inv_20260329_03,2026-03-29,PROD_GLASS_A1,WAREHOUSE_APAC_01,11656,4431,0,16087
inv_20260329_04,2026-03-29,PROD_GLASS_A1,WAREHOUSE_US_02,8783,4431,0,13214
inv_20260329_05,2026-03-29,PROD_GLASS_A1,WAREHOUSE_APAC_02,8615,4431,0,13046
inv_20260329_06,2026-03-29,PROD_GLASS_A1,WAREHOUSE_EU_02,5300,4431,0,9731
inv_20260329_07,2026-03-29,PROD_GLASS_B2,WAREHOUSE_US_01,11967,24281,2436,33812
inv_20260329_08,2026-03-29,PROD_GLASS_B2,WAREHOUSE_EU_01,13663,24281,0,37944
inv_20260329_09,2026-03-29,PROD_GLASS_B2,WAREHOUSE_APAC_01,5223,24281,0,29504
inv_20260329_10,2026-03-29,PROD_GLASS_B2,WAREHOUSE_US_02,12380,24281,0,36661
inv_20260329_11,2026-03-29,PROD_GLASS_B2,WAREHOUSE_APAC_02,14175,24281,0,38456
inv_20260329_12,2026-03-29,PROD_GLASS_B2,WAREHOUSE_EU_02,10040,24281,0,34321
inv_20260329_13,2026-03-29,PROD_GLASS_C3,WAREHOUSE_US_01,6328,26257,920,31665
inv_20260329_14,2026-03-29,PROD_GLASS_C3,WAREHOUSE_EU_01,5142,26257,1758,29641
inv_20260329_15,2026-03-29,PROD_GLASS_C3,WAREHOUSE_APAC_01,8771,26257,2248,32780
inv_20260329_16,2026-03-29,PROD_GLASS_C3,WAREHOUSE_US_02,9920,26257,0,36177
inv_20260329_17,2026-03-29,PROD_GLASS_C3,WAREHOUSE_APAC_02,12177,26257,0,38434
inv_20260329_18,2026-03-29,PROD_GLASS_C3,WAREHOUSE_EU_02,11457,26257,0,37714
