supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Packaging,2026-01-30,2026-01-30,0,87.2
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-26,2026-01-26,0,92.5
SUP_METAL_FRAME_01,Supplier_01,Logistics,2026-01-28,2026-01-28,0,90.8
SUP_METAL_FRAME_02,Supplier_02,Logistics,2026-01-30,2026-01-30,0,95.4
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-28,2026-01-28,0,93.9
SUP_ADHESIVE_02,Supplier_02,Packaging,2026-01-27,2026-01-27,0,95.1
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-27,2026-01-27,0,92.5
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-26,2026-01-26,0,88.5
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-01-26,2026-01-26,0,92.4
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-27,2026-01-27,0,91.1
SUP_PACKAGING_02,Supplier_02,Raw Materials,2026-01-28,2026-01-28,0,88.6
