shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260207_001,PO_2026_02_001,PROD_GLASS_C3,2021,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_GLASS_RAW_02,2026-01-29,2026-02-13,,0,IN_TRANSIT
ship_20260207_002,PO_2026_02_002,PROD_GLASS_A1,1354,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-02-07,2026-02-13,,0,PENDING
ship_20260207_003,PO_2026_02_003,PROD_GLASS_C3,1690,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_METAL_FRAME_02,2026-01-30,2026-03-02,2026-03-02,0,DELIVERED
ship_20260207_004,PO_2026_02_004,PROD_GLASS_A1,751,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2026-02-07,2026-02-14,,0,PENDING
ship_20260207_005,PO_2026_02_005,PROD_GLASS_A1,1888,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_02,2026-02-07,2026-02-14,,0,PENDING
ship_20260207_006,PO_2026_02_006,PROD_GLASS_C3,1878,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_LOGISTICS_02,2026-02-07,2026-02-12,,0,PENDING
ship_20260207_007,PO_2026_02_007,PROD_GLASS_B2,2200,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_02,2026-02-07,2026-02-18,,0,PENDING
ship_20260207_008,PO_2026_02_008,PROD_GLASS_C3,1605,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-02-02,2026-02-20,2026-02-20,0,DELIVERED
ship_20260207_009,PO_2026_02_009,PROD_GLASS_A1,2393,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_02,2026-02-07,2026-02-20,,0,PENDING
ship_20260207_010,PO_2026_02_010,PROD_GLASS_B2,2121,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-01-31,2026-02-16,2026-02-16,0,DELIVERED
