quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260214_001,2026-02-14,PROD_GLASS_C3,BATCH_2026_02_14_001,86,DIMENSION_OFF,1.12
qual_20260214_002,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_002,31,OTHER,0.57
qual_20260214_003,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_003,115,DISCOLORATION,1.19
qual_20260214_004,2026-02-14,PROD_GLASS_A1,BATCH_2026_02_14_004,101,BUBBLE,1.15
qual_20260214_005,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_005,16,DISCOLORATION,0.37
qual_20260214_006,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_006,32,BUBBLE,0.37
qual_20260214_007,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_007,123,DIMENSION_OFF,1.49
qual_20260214_008,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_008,10,SURFACE_SCRATCH,0.13
qual_20260214_009,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_009,116,DIMENSION_OFF,1.26
qual_20260214_010,2026-02-14,PROD_GLASS_A1,BATCH_2026_02_14_010,54,BUBBLE,0.96
qual_20260214_011,2026-02-14,PROD_GLASS_B2,BATCH_2026_02_14_011,85,BUBBLE,1.08
qual_20260214_012,2026-02-14,PROD_GLASS_C3,BATCH_2026_02_14_012,26,BUBBLE,0.43
