quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260321_001,2026-03-21,PROD_GLASS_C3,BATCH_2026_03_21_001,69,BUBBLE,0.82
qual_20260321_002,2026-03-21,PROD_GLASS_B2,BATCH_2026_03_21_002,196,BUBBLE,4.13
qual_20260321_003,2026-03-21,PROD_GLASS_A1,BATCH_2026_03_21_003,22,BUBBLE,0.23
qual_20260321_004,2026-03-21,PROD_GLASS_C3,BATCH_2026_03_21_004,258,SURFACE_SCRATCH,4.08
qual_20260321_005,2026-03-21,PROD_GLASS_B2,BATCH_2026_03_21_005,108,BUBBLE,1.2
qual_20260321_006,2026-03-21,PROD_GLASS_B2,BATCH_2026_03_21_006,13,OTHER,0.25
qual_20260321_007,2026-03-21,PROD_GLASS_A1,BATCH_2026_03_21_007,414,CRACK,4.48
qual_20260321_008,2026-03-21,PROD_GLASS_A1,BATCH_2026_03_21_008,70,DISCOLORATION,0.72
qual_20260321_009,2026-03-21,PROD_GLASS_C3,BATCH_2026_03_21_009,29,SURFACE_SCRATCH,0.32
qual_20260321_010,2026-03-21,PROD_GLASS_B2,BATCH_2026_03_21_010,259,OTHER,2.98
qual_20260321_011,2026-03-21,PROD_GLASS_A1,BATCH_2026_03_21_011,30,SURFACE_SCRATCH,0.51
qual_20260321_012,2026-03-21,PROD_GLASS_B2,BATCH_2026_03_21_012,31,CRACK,0.43
