production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260116_001,2026-01-16,PLANT_US_01,PROD_GLASS_C3,6374,MACHINE_LINE_03,849.0,5938.77,6
prod_20260116_002,2026-01-16,PLANT_EU_01,PROD_GLASS_A1,4304,MACHINE_LINE_06,868.7,3955.94,29
prod_20260116_003,2026-01-16,PLANT_APAC_01,PROD_GLASS_C3,3783,MACHINE_LINE_06,864.8,3399.96,25
prod_20260116_004,2026-01-16,PLANT_US_01,PROD_GLASS_B2,3316,MACHINE_LINE_04,856.3,3247.76,22
prod_20260116_005,2026-01-16,PLANT_US_01,PROD_GLASS_C3,3982,MACHINE_LINE_06,851.4,3812.45,24
prod_20260116_006,2026-01-16,PLANT_EU_01,PROD_GLASS_A1,3798,MACHINE_LINE_06,852.8,2882.18,19
prod_20260116_007,2026-01-16,PLANT_US_01,PROD_GLASS_B2,3152,MACHINE_LINE_07,865.2,2878.08,10
prod_20260116_008,2026-01-16,PLANT_EU_01,PROD_GLASS_A1,5288,MACHINE_LINE_07,838.3,4866.16,22
prod_20260116_009,2026-01-16,PLANT_US_01,PROD_GLASS_C3,6542,MACHINE_LINE_07,874.4,5727.36,5
prod_20260116_010,2026-01-16,PLANT_APAC_01,PROD_GLASS_B2,6612,MACHINE_LINE_04,872.5,6011.39,17
prod_20260116_011,2026-01-16,PLANT_EU_01,PROD_GLASS_C3,6524,MACHINE_LINE_01,845.5,5996.24,29
prod_20260116_012,2026-01-16,PLANT_EU_01,PROD_GLASS_C3,5762,MACHINE_LINE_01,852.5,4804.92,24
