shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260119_001,PO_2026_01_001,PROD_GLASS_B2,2392,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-01-19,2026-01-31,,0,PENDING
ship_20260119_002,PO_2026_01_002,PROD_GLASS_A1,1996,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_METAL_FRAME_02,2026-01-15,2026-01-28,2026-01-28,0,DELIVERED
ship_20260119_003,PO_2026_01_003,PROD_GLASS_A1,1523,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_METAL_FRAME_01,2026-01-17,2026-01-27,2026-01-27,0,DELIVERED
ship_20260119_004,PO_2026_01_004,PROD_GLASS_C3,1958,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-01-19,2026-01-30,,0,PENDING
ship_20260119_005,PO_2026_01_005,PROD_GLASS_C3,682,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_PACKAGING_01,2026-01-19,2026-01-31,,0,PENDING
ship_20260119_006,PO_2026_01_006,PROD_GLASS_B2,1367,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-01-19,2026-01-28,,0,PENDING
ship_20260119_007,PO_2026_01_007,PROD_GLASS_C3,781,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_LOGISTICS_03,2026-01-12,2026-01-24,2026-01-24,0,DELIVERED
ship_20260119_008,PO_2026_01_008,PROD_GLASS_A1,691,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_ADHESIVE_01,2026-01-19,2026-02-04,,0,PENDING
ship_20260119_009,PO_2026_01_009,PROD_GLASS_C3,2319,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_01,2026-01-19,2026-02-09,,0,PENDING
ship_20260119_010,PO_2026_01_010,PROD_GLASS_B2,994,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-01-12,2026-01-27,2026-01-27,0,DELIVERED
