inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260320_01,2026-03-20,PROD_GLASS_A1,WAREHOUSE_US_01,8625,11974,0,20599
inv_20260320_02,2026-03-20,PROD_GLASS_A1,WAREHOUSE_EU_01,8059,11974,2283,17750
inv_20260320_03,2026-03-20,PROD_GLASS_A1,WAREHOUSE_APAC_01,5586,11974,0,17560
inv_20260320_04,2026-03-20,PROD_GLASS_A1,WAREHOUSE_US_02,4247,11974,0,16221
inv_20260320_05,2026-03-20,PROD_GLASS_A1,WAREHOUSE_APAC_02,4978,11974,0,16952
inv_20260320_06,2026-03-20,PROD_GLASS_A1,WAREHOUSE_EU_02,9220,11974,0,21194
inv_20260320_07,2026-03-20,PROD_GLASS_B2,WAREHOUSE_US_01,4259,10702,2452,12509
inv_20260320_08,2026-03-20,PROD_GLASS_B2,WAREHOUSE_EU_01,10582,10702,0,21284
inv_20260320_09,2026-03-20,PROD_GLASS_B2,WAREHOUSE_APAC_01,12965,10702,0,23667
inv_20260320_10,2026-03-20,PROD_GLASS_B2,WAREHOUSE_US_02,12633,10702,0,23335
inv_20260320_11,2026-03-20,PROD_GLASS_B2,WAREHOUSE_APAC_02,8971,10702,0,19673
inv_20260320_12,2026-03-20,PROD_GLASS_B2,WAREHOUSE_EU_02,5770,10702,0,16472
inv_20260320_13,2026-03-20,PROD_GLASS_C3,WAREHOUSE_US_01,14127,27644,2761,39010
inv_20260320_14,2026-03-20,PROD_GLASS_C3,WAREHOUSE_EU_01,6289,27644,858,33075
inv_20260320_15,2026-03-20,PROD_GLASS_C3,WAREHOUSE_APAC_01,7014,27644,0,34658
inv_20260320_16,2026-03-20,PROD_GLASS_C3,WAREHOUSE_US_02,12807,27644,0,40451
inv_20260320_17,2026-03-20,PROD_GLASS_C3,WAREHOUSE_APAC_02,14519,27644,0,42163
inv_20260320_18,2026-03-20,PROD_GLASS_C3,WAREHOUSE_EU_02,14995,27644,0,42639
