production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes
prod_20260117_001,2026-01-17,PLANT_APAC_01,PROD_GLASS_A1,4024,MACHINE_LINE_05,863.4,3650.04,21
prod_20260117_002,2026-01-17,PLANT_APAC_01,PROD_GLASS_B2,4447,MACHINE_LINE_05,853.1,3950.47,28
prod_20260117_003,2026-01-17,PLANT_APAC_01,PROD_GLASS_A1,4522,MACHINE_LINE_04,857.8,3929.19,15
prod_20260117_004,2026-01-17,PLANT_EU_01,PROD_GLASS_B2,4716,MACHINE_LINE_07,861.2,4184.04,83
prod_20260117_005,2026-01-17,PLANT_EU_01,PROD_GLASS_A1,5761,MACHINE_LINE_05,879.1,5314.32,15
prod_20260117_006,2026-01-17,PLANT_APAC_01,PROD_GLASS_B2,3621,MACHINE_LINE_06,871.0,3502.32,3
prod_20260117_007,2026-01-17,PLANT_EU_01,PROD_GLASS_A1,3851,MACHINE_LINE_07,846.3,3534.43,20
prod_20260117_008,2026-01-17,PLANT_EU_01,PROD_GLASS_A1,4554,MACHINE_LINE_04,856.9,4196.59,1
prod_20260117_009,2026-01-17,PLANT_APAC_01,PROD_GLASS_A1,4434,MACHINE_LINE_02,850.6,3694.97,30
prod_20260117_010,2026-01-17,PLANT_US_01,PROD_GLASS_C3,2422,MACHINE_LINE_05,855.2,2234.84,41
prod_20260117_011,2026-01-17,PLANT_US_01,PROD_GLASS_B2,4628,MACHINE_LINE_06,858.4,3937.71,26
prod_20260117_012,2026-01-17,PLANT_US_01,PROD_GLASS_C3,3170,MACHINE_LINE_06,867.5,2823.91,28
