supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-21,2026-01-21,0,91.1
SUP_GLASS_RAW_02,Supplier_02,Packaging,2026-01-23,2026-01-23,0,93.6
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-01-22,2026-01-22,0,91.6
SUP_METAL_FRAME_02,Supplier_02,Components,2026-01-23,2026-01-23,0,91.0
SUP_ADHESIVE_01,Supplier_01,Logistics,2026-01-21,2026-01-21,0,89.1
SUP_ADHESIVE_02,Supplier_02,Logistics,2026-01-25,2026-01-25,0,92.5
SUP_LOGISTICS_01,Supplier_01,Logistics,2026-01-22,2026-01-22,0,87.0
SUP_LOGISTICS_02,Supplier_02,Packaging,2026-01-23,2026-01-23,0,91.0
SUP_LOGISTICS_03,Supplier_03,Packaging,2026-01-23,2026-01-23,0,95.7
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-21,2026-01-21,0,90.6
SUP_PACKAGING_02,Supplier_02,Logistics,2026-01-24,2026-01-24,0,92.9
