quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260111_001,2026-01-11,PROD_GLASS_A1,BATCH_2026_01_11_001,222,DISCOLORATION,3.58
qual_20260111_002,2026-01-11,PROD_GLASS_B2,BATCH_2026_01_11_002,70,OTHER,1.32
qual_20260111_003,2026-01-11,PROD_GLASS_B2,BATCH_2026_01_11_003,22,SURFACE_SCRATCH,0.39
qual_20260111_004,2026-01-11,PROD_GLASS_C3,BATCH_2026_01_11_004,82,CRACK,1.27
qual_20260111_005,2026-01-11,PROD_GLASS_C3,BATCH_2026_01_11_005,28,CRACK,0.61
qual_20260111_006,2026-01-11,PROD_GLASS_C3,BATCH_2026_01_11_006,29,SURFACE_SCRATCH,0.51
qual_20260111_007,2026-01-11,PROD_GLASS_B2,BATCH_2026_01_11_007,8,BUBBLE,0.16
qual_20260111_008,2026-01-11,PROD_GLASS_A1,BATCH_2026_01_11_008,316,DIMENSION_OFF,4.25
qual_20260111_009,2026-01-11,PROD_GLASS_A1,BATCH_2026_01_11_009,47,BUBBLE,0.64
qual_20260111_010,2026-01-11,PROD_GLASS_C3,BATCH_2026_01_11_010,143,CRACK,1.46
qual_20260111_011,2026-01-11,PROD_GLASS_A1,BATCH_2026_01_11_011,44,DISCOLORATION,0.93
qual_20260111_012,2026-01-11,PROD_GLASS_B2,BATCH_2026_01_11_012,246,SURFACE_SCRATCH,2.53
