quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260207_001,2026-02-07,PROD_GLASS_A1,BATCH_2026_02_07_001,81,CRACK,1.05
qual_20260207_002,2026-02-07,PROD_GLASS_A1,BATCH_2026_02_07_002,130,SURFACE_SCRATCH,1.45
qual_20260207_003,2026-02-07,PROD_GLASS_A1,BATCH_2026_02_07_003,54,DIMENSION_OFF,1.29
qual_20260207_004,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_004,127,CRACK,2.56
qual_20260207_005,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_005,328,OTHER,3.77
qual_20260207_006,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_006,335,CRACK,4.18
qual_20260207_007,2026-02-07,PROD_GLASS_C3,BATCH_2026_02_07_007,37,BUBBLE,0.66
qual_20260207_008,2026-02-07,PROD_GLASS_C3,BATCH_2026_02_07_008,38,DISCOLORATION,0.62
qual_20260207_009,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_009,34,CRACK,0.41
qual_20260207_010,2026-02-07,PROD_GLASS_A1,BATCH_2026_02_07_010,76,DIMENSION_OFF,0.99
qual_20260207_011,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_011,63,DISCOLORATION,0.82
qual_20260207_012,2026-02-07,PROD_GLASS_B2,BATCH_2026_02_07_012,181,BUBBLE,2.42
