shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260129_001,PO_2026_01_001,PROD_GLASS_C3,1077,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_01,2026-01-22,2026-02-07,,0,IN_TRANSIT
ship_20260129_002,PO_2026_01_002,PROD_GLASS_C3,2160,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-01-26,2026-02-04,2026-02-04,0,DELIVERED
ship_20260129_003,PO_2026_01_003,PROD_GLASS_B2,2158,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-01-29,2026-02-03,,0,PENDING
ship_20260129_004,PO_2026_01_004,PROD_GLASS_B2,1384,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_02,2026-01-22,2026-02-09,2026-02-09,0,DELIVERED
ship_20260129_005,PO_2026_01_005,PROD_GLASS_A1,785,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_PACKAGING_01,2026-01-22,2026-02-04,2026-02-08,4,DELIVERED
ship_20260129_006,PO_2026_01_006,PROD_GLASS_C3,2220,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-01-28,2026-02-19,2026-02-19,0,DELIVERED
ship_20260129_007,PO_2026_01_007,PROD_GLASS_B2,1079,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-25,2026-02-15,2026-02-15,0,DELIVERED
ship_20260129_008,PO_2026_01_008,PROD_GLASS_A1,939,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_LOGISTICS_03,2026-01-29,2026-02-12,,0,PENDING
ship_20260129_009,PO_2026_01_009,PROD_GLASS_C3,1763,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_GLASS_RAW_02,2026-01-28,2026-02-07,2026-02-07,0,DELIVERED
ship_20260129_010,PO_2026_01_010,PROD_GLASS_A1,1759,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_ADHESIVE_02,2026-01-24,2026-02-21,2026-02-21,0,DELIVERED
