inventory_id,date,product_id,warehouse_id,opening_stock,produced,shipped,closing_stock
inv_20260110_01,2026-01-10,PROD_GLASS_A1,WAREHOUSE_US_01,13399,38351,0,51750
inv_20260110_02,2026-01-10,PROD_GLASS_A1,WAREHOUSE_EU_01,13846,38351,4080,48117
inv_20260110_03,2026-01-10,PROD_GLASS_A1,WAREHOUSE_APAC_01,12112,38351,0,50463
inv_20260110_04,2026-01-10,PROD_GLASS_A1,WAREHOUSE_US_02,4787,38351,0,43138
inv_20260110_05,2026-01-10,PROD_GLASS_A1,WAREHOUSE_APAC_02,4596,38351,0,42947
inv_20260110_06,2026-01-10,PROD_GLASS_A1,WAREHOUSE_EU_02,6693,38351,0,45044
inv_20260110_07,2026-01-10,PROD_GLASS_B2,WAREHOUSE_US_01,14605,12543,1320,25828
inv_20260110_08,2026-01-10,PROD_GLASS_B2,WAREHOUSE_EU_01,13414,12543,3171,22786
inv_20260110_09,2026-01-10,PROD_GLASS_B2,WAREHOUSE_APAC_01,7726,12543,1591,18678
inv_20260110_10,2026-01-10,PROD_GLASS_B2,WAREHOUSE_US_02,9839,12543,0,22382
inv_20260110_11,2026-01-10,PROD_GLASS_B2,WAREHOUSE_APAC_02,5040,12543,0,17583
inv_20260110_12,2026-01-10,PROD_GLASS_B2,WAREHOUSE_EU_02,8913,12543,0,21456
inv_20260110_13,2026-01-10,PROD_GLASS_C3,WAREHOUSE_US_01,11588,10115,3275,18428
inv_20260110_14,2026-01-10,PROD_GLASS_C3,WAREHOUSE_EU_01,13207,10115,0,23322
inv_20260110_15,2026-01-10,PROD_GLASS_C3,WAREHOUSE_APAC_01,13249,10115,0,23364
inv_20260110_16,2026-01-10,PROD_GLASS_C3,WAREHOUSE_US_02,11184,10115,0,21299
inv_20260110_17,2026-01-10,PROD_GLASS_C3,WAREHOUSE_APAC_02,4015,10115,0,14130
inv_20260110_18,2026-01-10,PROD_GLASS_C3,WAREHOUSE_EU_02,11323,10115,0,21438
