supplier_id,supplier_name,material_type,delivery_date,expected_date,delay_days,quality_rating
SUP_GLASS_RAW_01,Supplier_01,Logistics,2026-01-02,2026-01-02,0,93.6
SUP_GLASS_RAW_02,Supplier_02,Raw Materials,2026-01-01,2026-01-01,0,90.8
SUP_METAL_FRAME_01,Supplier_01,Raw Materials,2026-01-01,2026-01-01,0,93.1
SUP_METAL_FRAME_02,Supplier_02,Packaging,2026-01-03,2026-01-03,0,88.6
SUP_ADHESIVE_01,Supplier_01,Raw Materials,2026-01-01,2026-01-01,0,92.1
SUP_ADHESIVE_02,Supplier_02,Components,2026-01-04,2026-01-04,0,93.3
SUP_LOGISTICS_01,Supplier_01,Components,2026-01-04,2026-01-04,0,94.5
SUP_LOGISTICS_02,Supplier_02,Logistics,2026-01-04,2026-01-04,0,89.6
SUP_LOGISTICS_03,Supplier_03,Components,2026-01-04,2026-01-04,0,90.9
SUP_PACKAGING_01,Supplier_01,Logistics,2026-01-02,2026-01-02,0,86.2
SUP_PACKAGING_02,Supplier_02,Logistics,2026-01-05,2026-01-05,0,96.1
