shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260228_001,PO_2026_02_001,PROD_GLASS_C3,665,WAREHOUSE_EU_01,WAREHOUSE_APAC_02,SUP_GLASS_RAW_02,2026-02-20,2026-03-08,,0,IN_TRANSIT
ship_20260228_002,PO_2026_02_002,PROD_GLASS_C3,2346,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_METAL_FRAME_01,2026-02-26,2026-03-16,,0,IN_TRANSIT
ship_20260228_003,PO_2026_02_003,PROD_GLASS_A1,707,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_03,2026-02-21,2026-03-24,,0,IN_TRANSIT
ship_20260228_004,PO_2026_02_004,PROD_GLASS_C3,1779,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_GLASS_RAW_01,2026-02-27,2026-03-08,2026-03-08,0,DELIVERED
ship_20260228_005,PO_2026_02_005,PROD_GLASS_B2,1023,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_PACKAGING_01,2026-02-25,2026-03-05,2026-03-05,0,DELIVERED
ship_20260228_006,PO_2026_02_006,PROD_GLASS_B2,1735,WAREHOUSE_APAC_01,WAREHOUSE_US_01,SUP_ADHESIVE_01,2026-02-19,2026-03-08,,0,IN_TRANSIT
ship_20260228_007,PO_2026_02_007,PROD_GLASS_A1,2366,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_PACKAGING_01,2026-02-27,2026-03-10,,0,IN_TRANSIT
ship_20260228_008,PO_2026_02_008,PROD_GLASS_B2,1046,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_02,2026-02-28,2026-03-05,,0,PENDING
ship_20260228_009,PO_2026_02_009,PROD_GLASS_A1,2482,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_03,2026-02-27,2026-03-05,2026-03-05,0,DELIVERED
ship_20260228_010,PO_2026_02_010,PROD_GLASS_B2,2481,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2026-02-27,2026-03-21,,0,IN_TRANSIT
