quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260329_001,2026-03-29,PROD_GLASS_C3,BATCH_2026_03_29_001,60,BUBBLE,0.92
qual_20260329_002,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_002,97,DISCOLORATION,1.03
qual_20260329_003,2026-03-29,PROD_GLASS_A1,BATCH_2026_03_29_003,11,BUBBLE,0.19
qual_20260329_004,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_004,26,SURFACE_SCRATCH,0.5
qual_20260329_005,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_005,29,DIMENSION_OFF,0.34
qual_20260329_006,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_006,92,DISCOLORATION,1.47
qual_20260329_007,2026-03-29,PROD_GLASS_A1,BATCH_2026_03_29_007,36,CRACK,0.44
qual_20260329_008,2026-03-29,PROD_GLASS_A1,BATCH_2026_03_29_008,226,DISCOLORATION,2.56
qual_20260329_009,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_009,107,DIMENSION_OFF,1.13
qual_20260329_010,2026-03-29,PROD_GLASS_C3,BATCH_2026_03_29_010,21,DISCOLORATION,0.26
qual_20260329_011,2026-03-29,PROD_GLASS_C3,BATCH_2026_03_29_011,223,DISCOLORATION,3.94
qual_20260329_012,2026-03-29,PROD_GLASS_B2,BATCH_2026_03_29_012,53,DISCOLORATION,1.3
