shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status
ship_20260320_001,PO_2026_03_001,PROD_GLASS_C3,519,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_METAL_FRAME_01,2026-03-20,2026-03-29,,0,PENDING
ship_20260320_002,PO_2026_03_002,PROD_GLASS_C3,1652,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-03-17,2026-04-09,2026-04-10,1,DELIVERED
ship_20260320_003,PO_2026_03_003,PROD_GLASS_C3,858,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_LOGISTICS_01,2026-03-19,2026-03-27,,0,IN_TRANSIT
ship_20260320_004,PO_2026_03_004,PROD_GLASS_B2,1563,WAREHOUSE_US_01,WAREHOUSE_EU_02,SUP_LOGISTICS_01,2026-03-12,2026-03-30,,0,IN_TRANSIT
ship_20260320_005,PO_2026_03_005,PROD_GLASS_B2,889,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_LOGISTICS_02,2026-03-13,2026-04-09,2026-04-09,0,DELIVERED
ship_20260320_006,PO_2026_03_006,PROD_GLASS_B2,849,WAREHOUSE_US_01,WAREHOUSE_APAC_01,SUP_GLASS_RAW_01,2026-03-20,2026-04-03,,0,PENDING
ship_20260320_007,PO_2026_03_007,PROD_GLASS_A1,1428,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_02,2026-03-14,2026-03-25,,0,IN_TRANSIT
ship_20260320_008,PO_2026_03_008,PROD_GLASS_C3,877,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_ADHESIVE_01,2026-03-20,2026-03-28,,0,PENDING
ship_20260320_009,PO_2026_03_009,PROD_GLASS_C3,1109,WAREHOUSE_US_01,WAREHOUSE_AU_01,SUP_PACKAGING_02,2026-03-14,2026-04-10,2026-04-10,0,DELIVERED
ship_20260320_010,PO_2026_03_010,PROD_GLASS_A1,855,WAREHOUSE_EU_01,WAREHOUSE_US_02,SUP_METAL_FRAME_02,2026-03-17,2026-03-26,2026-03-26,0,DELIVERED
