quality_id,date,product_id,batch_id,defects_count,defect_type,defect_rate
qual_20260118_001,2026-01-18,PROD_GLASS_A1,BATCH_2026_01_18_001,97,DISCOLORATION,1.04
qual_20260118_002,2026-01-18,PROD_GLASS_C3,BATCH_2026_01_18_002,94,DISCOLORATION,1.29
qual_20260118_003,2026-01-18,PROD_GLASS_A1,BATCH_2026_01_18_003,31,DIMENSION_OFF,0.47
qual_20260118_004,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_004,31,DIMENSION_OFF,0.44
qual_20260118_005,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_005,29,DIMENSION_OFF,0.38
qual_20260118_006,2026-01-18,PROD_GLASS_C3,BATCH_2026_01_18_006,12,CRACK,0.18
qual_20260118_007,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_007,334,DIMENSION_OFF,3.74
qual_20260118_008,2026-01-18,PROD_GLASS_C3,BATCH_2026_01_18_008,10,BUBBLE,0.23
qual_20260118_009,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_009,39,BUBBLE,0.65
qual_20260118_010,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_010,23,BUBBLE,0.57
qual_20260118_011,2026-01-18,PROD_GLASS_C3,BATCH_2026_01_18_011,94,CRACK,1.42
qual_20260118_012,2026-01-18,PROD_GLASS_B2,BATCH_2026_01_18_012,88,SURFACE_SCRATCH,1.07
